vehicle1-relx(m),vehicle1-rely(m),vehicle1-relvx(km/h),vehicle1-relvy(km/h),vehicle2-relx(m),vehicle2-rely(m),vehicle2-relvx(km/h),vehicle2-relvy(km/h),vehicle3-relx(m),vehicle3-rely(m),vehicle3-relvx(km/h),vehicle3-relvy(km/h),vehicle4-relx(m),vehicle4-rely(m),vehicle4-relvx(km/h),vehicle4-relvy(km/h),vehicle5-relx(m),vehicle5-rely(m),vehicle5-relvx(km/h),vehicle5-relvy(km/h),vehicle6-relx(m),vehicle6-rely(m),vehicle6-relvx(km/h),vehicle6-relvy(km/h),vehicle7-relx(m),vehicle7-rely(m),vehicle7-relvx(km/h),vehicle7-relvy(km/h),vehicle8-relx(m),vehicle8-rely(m),vehicle8-relvx(km/h),vehicle8-relvy(km/h),vehicle9-relx(m),vehicle9-rely(m),vehicle9-relvx(km/h),vehicle9-relvy(km/h),vehicle10-relx(m),vehicle10-rely(m),vehicle10-relvx(km/h),vehicle10-relvy(km/h),vehicle11-relx(m),vehicle11-rely(m),vehicle11-relvx(km/h),vehicle11-relvy(km/h),vehicle12-relx(m),vehicle12-rely(m),vehicle12-relvx(km/h),vehicle12-relvy(km/h),vehicle13-relx(m),vehicle13-rely(m),vehicle13-relvx(km/h),vehicle13-relvy(km/h),vehicle14-relx(m),vehicle14-rely(m),vehicle14-relvx(km/h),vehicle14-relvy(km/h),vehicle15-relx(m),vehicle15-rely(m),vehicle15-relvx(km/h),vehicle15-relvy(km/h),vehicle16-relx(m),vehicle16-rely(m),vehicle16-relvx(km/h),vehicle16-relvy(km/h),vehicle17-relx(m),vehicle17-rely(m),vehicle17-relvx(km/h),vehicle17-relvy(km/h),vehicle18-relx(m),vehicle18-rely(m),vehicle18-relvx(km/h),vehicle18-relvy(km/h),vehicle19-relx(m),vehicle19-rely(m),vehicle19-relvx(km/h),vehicle19-relvy(km/h),vehicle20-relx(m),vehicle20-rely(m),vehicle20-relvx(km/h),vehicle20-relvy(km/h),vehicle21-relx(m),vehicle21-rely(m),vehicle21-relvx(km/h),vehicle21-relvy(km/h),vehicle22-relx(m),vehicle22-rely(m),vehicle22-relvx(km/h),vehicle22-relvy(km/h)
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.6,47.4,2.4218,-1.44,0,-0,0,0,-3.8,-13.6,3.8618,-0.9163,0,-0,0,0,1,-35.6,4.9091,0.7854,-2.8,74.6,2.8146,19.44,-4.4,39.8,2.8146,8.8366,-8,-42.6,-2.7787,20.73,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.6,47.2,2.5528,-2.0291,0,-0,0,0,-4,-13.6,4.1237,-0.7854,0,-0,0,0,0.8,-35.6,5.5637,0.9163,-2.8,75,3.9928,19.506,-4.4,40,1.9637,9.1634,-7.8,-42.2,-1.9941,18.285,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.4,47.4,2.0946,-2.4218,0,-0,0,0,-4,-13.6,3.9928,-0.2618,0,-0,0,0,0.8,-35.6,5.3672,0.9163,-2.8,75.4,4.08,19.32,-4.4,40.2,1.2437,9.2945,-7.8,-42,-1.319,15.79,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.4,47.2,1.3746,-2.9454,0,-0,0,0,-4.2,-13.6,4.1891,0.2618,0,-0,0,0,0.4,-35.6,5.3672,0.4582,-2.8,76,4.1143,19.029,-4.4,40.6,0,9.229,-7.8,-41.8,-0.8258,13.195,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.4,47,0.7854,-3.5346,0,-0,0,0,-4.4,-13.6,4.32,0.7854,0,-0,0,0,0.4,-35.6,5.5637,0,-2.6,76.6,8.64,20.88,-4.4,40.8,-0.5891,9.36,-7.8,-40.4,-0.1946,10.779,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.4,47,-0.2618,-4.1237,0,-0,0,0,-4.4,-13.6,4.3854,0.9163,0,-0,0,0,0.2,-35.6,5.5637,-0.3927,-2.4,77,28.8,21.6,-4.4,41,-0.7854,8.9676,-7.822,-40.452,0.1748,7.2511,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.6,46.8,-0.5236,-4.6472,0,-0,0,0,-4.6,-13.6,4.3854,0.9818,0,-0,0,0,0,-35.4,5.6946,-1.0472,-4.2,77.8,28.8,21.6,-4.4,41.4,-0.9163,9.0979,-7.8438,-40.504,0.6025,4.9835,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.6,46.8,-0.6545,-5.4328,0,-0,0,0,-4.6,-13.4,4.32,1.3091,0,-0,0,0,0,-35.4,5.6291,-1.2437,0,-0,0,0,-4.4,41.6,-0.9818,9.0324,-7.8658,-40.556,0.6886,2.8154,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.6,46.6,-1.0472,-5.6946,0,-0,0,0,-4.8,-13.4,4.5163,1.5054,0,-0,0,0,-0.2,-35.6,5.3672,-2.0291,0,-0,0,0,-4.2,41.8,-0.9818,8.771,-7.8876,-40.608,0.7532,0.5021,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.6,46.4,-1.3746,-6.0872,0,-0,0,0,-5,-13.4,4.5818,1.5709,0,-0,0,0,-0.4,-35.8,5.6291,-2.6182,0,-0,0,0,-4.2,42,-0.9163,9.0324,-7.9096,-40.66,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.2,46.2,-1.3091,-6.6109,0,-0,0,0,-5,-13.4,4.9091,1.5054,0,-0,0,0,-0.6,-35.8,5.3672,-3.0109,0,-0,0,0,-4.2,42.2,-1.1128,9.0979,-7.9316,-40.712,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.2,46,-1.2437,-6.8728,0,-0,0,0,-5.2,-13.4,4.7782,1.3091,0,-0,0,0,-0.8,-36,5.3018,-3.5346,0,-0,0,0,-4.2,42.6,-0.8509,8.9676,-7.9534,-40.764,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.2,45.8,-1.1128,-7.2,0,-0,0,0,-5.2,-13.2,4.5818,1.3091,0,-0,0,0,-0.8,-35.8,5.1054,-3.4037,0,-0,0,0,-4.2,42.8,-0.5236,9.0324,-7.9754,-40.816,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.2,45.6,-1.1782,-7.5276,0,-0,0,0,-5.6,-13.2,4.32,2.8146,0,-0,0,0,-1,-36.2,4.7782,-3.2728,0,-0,0,0,-4.2,43,-0.1309,9.2945,-7.9972,-40.868,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.2,45.4,-1.0472,-7.789,0,-0,0,0,-5.6,-13.2,3.9928,4.2546,0,-0,0,0,-1.2,-36.2,4.6472,-3.1418,0,-0,0,0,-4.2,43.4,-0.3927,9.36,-8.0192,-40.92,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.4,45.2,-0.72,-7.9855,0,-0,0,0,-5.8,-13.2,3.9928,5.2363,0,-0,0,0,-1.2,-36.2,5.04,-3.4037,0,-0,0,0,-4,43.6,-0.5891,9.229,-8.041,-40.972,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.4,45,-0.6545,-8.1166,0,-0,0,0,-5.8,-13.2,3.6,5.76,0,-0,0,0,-1.4,-36.4,4.9091,-3.3382,0,-0,0,0,-4.2,43.8,-0.72,8.9021,-8.063,-41.024,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.2,44.8,-1.2437,-8.1821,0,-0,0,0,-5.8,-13,3.2072,6.48,0,-0,0,0,-1.4,-36.4,4.7128,-3.0109,0,-0,0,0,-4.2,44,-0.7854,8.771,-8.085,-41.076,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8,44.4,-1.0472,-8.509,0,-0,0,0,-6,-12.2,2.8146,6.6763,0,-0,0,0,-1.6,-36.6,4.4509,-2.7491,0,-0,0,0,-4.2,44.4,-0.7854,8.509,-8.1068,-41.128,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8,44.2,-0.8509,-8.7055,0,-0,0,0,-6,-12,2.8146,6.7418,0,-0,0,0,-1.8,-36.6,4.1237,-3.2072,0,-0,0,0,-4,44.6,-0.72,8.1166,-8.1288,-41.18,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8,44,-0.6545,-8.771,0,-0,0,0,-6.2,-12,2.5528,6.6109,0,-0,0,0,-2.2,-36.8,3.7963,-3.3382,0,-0,0,0,-4,44.8,-0.2618,8.3124,-8.1506,-41.232,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.2,43.8,-0.72,-8.7055,0,-0,0,0,-6.2,-12,2.4218,5.8909,0,-0,0,0,-2,-36.8,3.1418,-2.8146,0,-0,0,0,-4,45,-0.1964,8.3779,-8.1726,-41.284,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,43.6,-0.5891,-8.509,0,-0,0,0,-6.2,-11.6,2.4218,4.5818,0,-0,0,0,-2,-36.6,2.88,-3.0763,0,-0,0,0,-4,45.2,0.1964,8.3124,-8.1946,-41.336,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.2,43.2,-0.3273,-8.1821,0,-0,0,0,-6.4,-11.8,2.16,3.4037,0,-0,0,0,-2.2,-37,2.2909,-3.0109,0,-0,0,0,-4,45.4,0.5891,8.1166,-8.2164,-41.39,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.2,43,-0.3927,-8.1166,0,-0,0,0,-6.4,-11.6,2.0291,3.5346,0,-0,0,0,-2.2,-37.2,1.7672,-3.3382,0,-0,0,0,-4,45.6,0.9818,8.1821,-8.2384,-41.442,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.2,42.8,-0.4582,-7.9855,0,-0,0,0,-6.4,-11.4,1.7018,3.6654,0,-0,0,0,-2.2,-37.2,1.7018,-2.6837,0,-0,0,0,-4.2,46,0.9818,8.509,-8.2602,-41.494,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,42.6,-1.1782,-7.789,0,-0,0,0,-6.4,-11.4,1.5709,3.4691,0,-0,0,0,-2.2,-37,2.16,-2.5528,0,-0,0,0,-4.2,46.2,0.9163,8.7055,-8.2822,-41.546,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,42.4,-1.0472,-7.5276,0,-0,0,0,-6.6,-11.4,1.3091,3.2728,0,-0,0,0,-2.4,-37.4,2.0946,-2.5528,0,-0,0,0,-4.2,46.4,0.7854,8.771,-8.3042,-41.598,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8,42.2,-2.2254,-7.2,0,-0,0,0,-6.6,-11.2,0.9163,3.4691,0,-0,0,0,-2.4,-37.4,1.8328,-1.8982,0,-0,0,0,-4.2,46.6,0.5891,8.7055,-8.326,-41.65,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8,42,-2.4872,-7.2,0,-0,0,0,-6.6,-11,0.7854,3.6654,0,-0,0,0,-2.4,-37.6,2.4218,-1.7018,0,-0,0,0,-4.2,46.8,0.3273,8.8366,-8.348,-41.702,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8,41.8,-2.16,-7.2,0,-0,0,0,-6.6,-11,0.9163,3.1418,0,-0,0,0,-2.6,-37.2,2.7491,-2.0291,0,-0,0,0,-4.2,47.2,0.3273,8.771,-8.3698,-41.754,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,41.6,-2.2909,-7.2,0,-0,0,0,-6.6,-11,0.5891,2.7491,0,-0,0,0,-2.6,-37.4,2.4872,-2.16,0,-0,0,0,-4.2,47.4,0.5891,8.9021,-8.3918,-41.806,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.8,41.4,-2.5528,-7.2,0,-0,0,0,-6.6,-10.8,0.1964,2.8146,0,-0,0,0,-2.6,-37.6,2.0291,-1.7018,0,-0,0,0,-4.2,47.6,0.4582,8.9021,-8.4136,-41.858,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,41.2,-2.6837,-7.2,0,-0,0,0,-6.6,-10.8,0.4582,2.2254,0,-0,0,0,-2.6,-37.6,1.7672,-1.1128,0,-0,0,0,-4.2,47.8,0.3273,9.0979,-8.4356,-41.91,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,41,-2.2909,-7.2,0,-0,0,0,-6.6,-10.4,0.6545,2.0946,0,-0,0,0,-3,-37.6,1.3746,-1.1782,0,-0,0,0,-4.2,48.2,0.1964,9.0979,-8.4576,-41.962,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,40.8,-3.0109,-6.8728,0,-0,0,0,-6.8,-10.8,0.7854,2.0946,0,-0,0,0,-3,-37.8,1.1782,-1.8328,0,-0,0,0,-4.4,48.4,0.0655,8.9021,-8.4794,-42.014,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.2,40.6,-3.2728,-6.6109,0,-0,0,0,-6.6,-10.8,0.8509,2.2254,0,-0,0,0,-2.8,-37.8,1.8328,-1.5709,0,-0,0,0,-4.4,48.6,-0.0655,9.229,-8.5014,-42.066,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,40.4,-3.5346,-6.4146,0,-0,0,0,-6.6,-10.4,0.8509,1.7672,0,-0,0,0,-2.8,-37.8,1.5709,-1.44,0,-0,0,0,-4.2,48.8,-0.1964,9.36,-8.5232,-42.118,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,40.2,-3.7963,-5.9563,0,-0,0,0,-6.8,-10.6,0.7854,1.8328,0,-0,0,0,-2.8,-37.4,1.1782,-1.5054,0,-0,0,0,-4.2,49.2,-0.3273,9.2945,-8.5452,-42.17,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,40,-4.7128,-5.6291,0,-0,0,0,-6.8,-10.4,0.6545,1.7018,0,-0,0,0,-2.8,-37.8,0.6545,-1.1128,0,-0,0,0,-4.2,49.4,-0.4582,9.0324,-8.5672,-42.222,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,40,-4.9091,-5.4328,0,-0,0,0,-6.8,-10.4,0.4582,2.8146,0,-0,0,0,-3,-38,1.1128,-0.6545,0,-0,0,0,-4.2,49.6,-0.9163,8.9676,-8.589,-42.274,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,39.8,-4.7128,-5.04,0,-0,0,0,-6.8,-10.2,0.5891,2.9454,0,-0,0,0,-3.4,-38,1.5054,-0.8509,0,-0,0,0,-4.2,50,-0.9163,9.0979,-8.611,-42.326,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.8,39.6,-5.4982,-4.8437,0,-0,0,0,-6.8,-10.4,0.3273,2.7491,0,-0,0,0,-3,-38,1.44,-0.9818,0,-0,0,0,-4.2,50.2,-1.1128,9.0324,-8.6328,-42.378,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,39.6,-5.1054,-4.5163,0,-0,0,0,-6.8,-10.2,0,3.3382,0,-0,0,0,-3,-38,0.2618,-0.3927,0,-0,0,0,-4.2,50.4,-1.5054,8.771,-8.6548,-42.43,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.2,39.4,-4.9091,-4.1237,0,-0,0,0,-6.8,-10.2,0,3.6,0,-0,0,0,-3,-37.8,0.1309,0.2618,0,-0,0,0,-4.2,50.6,-1.7672,8.7055,-8.6768,-42.482,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,39.2,-3.7963,-4.0582,0,-0,0,0,-6.8,-9.8,-0.3273,3.8618,0,-0,0,0,-3.2,-37.8,-0.1309,0.3273,0,-0,0,0,-4,50.8,-1.8982,8.8366,-8.6986,-42.534,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.2,39.2,-4.3854,-3.6,0,-0,0,0,-6.8,-9.8,-0.5891,5.1054,0,-0,0,0,-3.2,-38,-0.1309,0.3927,0,-0,0,0,-4,51.2,-1.8982,8.771,-8.7206,-42.586,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.8,39,-4.2546,-3.1418,0,-0,0,0,-6.8,-9.8,-0.7854,5.4982,0,-0,0,0,-3.2,-38,0.5891,0.0655,0,-0,0,0,-3.8,51.4,-1.7672,9.229,-8.7424,-42.638,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6,39,-4.0582,-3.0763,0,-0,0,0,-6.8,-9.6,-0.9163,5.76,0,-0,0,0,-2.6,-37.6,1.2437,-0.2618,0,-0,0,0,-3.8,51.6,-1.8328,16.691,-8.7644,-42.69,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.6,39,-4.1237,-2.6837,0,-0,0,0,-6.8,-9.4,-1.3091,2.5528,0,-0,0,0,-3.2,-38,1.0472,-0.5891,0,-0,0,0,-3.8,51.8,-1.7018,22.517,-8.7864,-42.742,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.8,38.8,-4.1891,-2.3563,0,-0,0,0,-6.6,-9.4,-1.5709,-0.1964,0,-0,0,0,-3.2,-38,0.7854,-0.5236,0,-0,0,0,-3.8,52.2,-1.3746,27.032,-8.8082,-42.794,0.789,-1.8739,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
